the_geom,OBJECTID,CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPE.LEN,SCHOOLZONE,SCHOOLZONE_LIMIT,Status,MTAB_MOTION,MTAB_DATE,MTAB_RESO_TEXT,WorkOrder
"MULTILINESTRING ((-122.419238146404 37.768324292702, -122.419994726055 37.768278597461))",5685,584000,14TH,ST,,MINNA ST,MISSION ST,0,,,,,219.33655435598499,,,,,,,
"MULTILINESTRING ((-122.478711188534 37.728215500511, -122.479287762425 37.728557864114, -122.47980657489 37.728556272735, -122.480275144 37.728341684963, -122.481493358916 37.72734132176, -122.481944872744 37.727117550128, -122.48387761457 37.727024458999))",12676,13689000,WINSTON,DR,,BUCKINGHAM WAY,LAKE MERCED BLVD,30,,,,,1735.4612098372702,,,,,,,
"MULTILINESTRING ((-122.402277743076 37.79432070191, -122.402387564923 37.794775876234))",6185,8291000,LEIDESDORFF,ST,,COMMERCIAL ST,CLAY ST,0,,,,,168.76274724324401,,,,,,,
"MULTILINESTRING ((-122.406603499804 37.772830039792, -122.406981503181 37.772531215286))",7897,3296001,BRYANT,ST,,I-80 E ON RAMP,08TH ST,25,,,,,154.20600103028801,,,,,,,
"MULTILINESTRING ((-122.386567748228 37.741955185477, -122.387156518126 37.741302310069))",8465,9564000,NEWHALL,ST,,EVANS AVE,FAIRFAX AVE,0,,,,,292.41944134240902,,,,,,,
"MULTILINESTRING ((-122.485242152623 37.714699447183, -122.485188475246 37.709193355848))",16351,0,LAKE MERCED,BLVD,,BROTHERHOOD WAY,JOHN MUIR DR,40,,,,,2005.0792958591201,,,,,,,
"MULTILINESTRING ((-122.466173909759 37.710687189122, -122.466275070974 37.710686841847, -122.466946502601 37.711390819211, -122.467040721953 37.711499905594))",11371,13733000,WORCESTER,AVE,,PALMETTO AVE,ALEMANY BLVD,0,,,,,399.06932784300102,,,,,,,
"MULTILINESTRING ((-122.408023041079 37.80059184173, -122.408115870601 37.80105567226))",5766,3517000,CADELL,PL,,UNION ST,END: 1-99 BLOCK,0,,,,,171.02090785602002,,,,,,,
"MULTILINESTRING ((-122.413600781701 37.763828150652, -122.413735243829 37.763784067621, -122.415168298968 37.763701709874))",5814,792000,17TH,ST,,TREAT AVE,FOLSOM ST,0,,,,,457.41833330221607,,,,,,,
"MULTILINESTRING ((-122.41008143458 37.741749950192, -122.409843693734 37.74178825315, -122.409626670256 37.741800396064, -122.409505116163 37.741862740632, -122.409458670135 37.741947096227))",8963,2946000,BERNAL HEIGHTS,BLVD,,CARVER ST,BRADFORD ST,0,,,,,208.43191878921601,,,,,,,
"MULTILINESTRING ((-122.393975132942 37.78771324698, -122.394494486673 37.78730316241))",1530,5656000,FOLSOM,ST,,GROTE PL,01ST ST,25,,,,,211.72486456502401,,,,,,,
"MULTILINESTRING ((-122.430051220992 37.755561088103, -122.432267054731 37.755427522701))",11805,6922000,HILL,ST,,SANCHEZ ST,NOE ST,0,,,,,642.48503663061501,,,,,,,
"MULTILINESTRING ((-122.402153216491 37.730900550235, -122.402711425989 37.730271369794))",10831,10843000,QUINT,ST,,BANCROFT AVE,CARROLL AVE,0,,,,,280.280699614421,,,,,,,
"MULTILINESTRING ((-122.391550824642 37.761598996987, -122.39143073661 37.760366436941))",1297,7194000,INDIANA,ST,,19TH ST,20TH ST,0,,,,,450.17588947265801,,,,,,,
"MULTILINESTRING ((-122.415231070558 37.794033779999, -122.415686721135 37.793975756966))",5177,13427000,WASHINGTON,ST,,PRIEST ST,REED ST,0,,,,,133.35383082166001,,,,,,,
"MULTILINESTRING ((-122.442256719144 37.756759524416, -122.441946337988 37.756636936023, -122.441574365097 37.75660624671, -122.441206689133 37.756448176929, -122.441011974357 37.756223425708))",5434,8776102,MARKET,ST,,GRAND VIEW AVE,ROMAIN ST,35,,,,,428.567969115111,,,,,,,
"MULTILINESTRING ((-122.463798157897 37.711532073311, -122.463929660094 37.711491989125, -122.464388859358 37.711590507051, -122.464635433624 37.711643407651, -122.465175884246 37.711710516385, -122.465283499067 37.711766994952))",12226,2182101,ALEMANY,BLVD,,BROTHERHOOD WAY,VICTORIA ST,35,,,,,447.79162450014701,,,,,,,
"MULTILINESTRING ((-122.412460541724 37.734674473683, -122.411839298665 37.734643407162))",11529,4499000,CRESCENT,AVE,,PRENTISS ST,NEVADA ST,0,,,,,180.01985409443699,,,,,,,
"MULTILINESTRING ((-122.423159180227 37.769825768992, -122.423834689941 37.769785230047))",4544,4981000,DUBOCE,AVE,,ELGIN PARK,PEARL ST,0,,,,,195.82283393826299,,,,,,,
"MULTILINESTRING ((-122.439101817963 37.772926924448, -122.439290015855 37.773852062538))",3729,3190000,BRODERICK,ST,,OAK ST,FELL ST,0,,,,,341.25220037064202,,,,,,,
"MULTILINESTRING ((-122.504607363488 37.756745230431, -122.504476369783 37.754883600961))",3075,2002000,45TH,AVE,,LAWTON ST,MORAGA ST,0,,,,,678.96652127908999,,,,,,,
"MULTILINESTRING ((-122.480923802844 37.7905606311, -122.480853173405 37.790601535869, -122.480151239153 37.790701130776))",2339,19019000,BAKER,CT,,BROOKS ST,END: 0-0 BLOCK,0,,,,,231.33173464225101,,,,,,,
"MULTILINESTRING ((-122.393870498718 37.777982078862, -122.394622410541 37.778583993856, -122.394302568242 37.778837958051))",1591,8548000,LUSK,ST,,TOWNSEND ST,CLYDE ST,0,,,,,439.42588087714205,,,,,,,
"MULTILINESTRING ((-122.417555532601 37.765757076856, -122.418646830734 37.765691176113))",7046,2090000,ADAIR,ST,,SOUTH VAN NESS AVE,CAPP ST,0,,,,,316.38388991655,,,,,,,
"MULTILINESTRING ((-122.456154694318 37.721850794315, -122.456163680976 37.723891573234))",11323,10522000,PLYMOUTH,AVE,,HOLLOWAY AVE,OCEAN AVE,25,,,,,743.14659127482003,,,,,,,
"MULTILINESTRING ((-122.420576498354 37.729390111375, -122.420596111536 37.72930701128, -122.420433653087 37.729284624012, -122.420578143873 37.729018566524, -122.420541160064 37.728933192672))",10813,12253000,SUNGLOW,LN,,GLADSTONE DR,SILVER AVE,0,,,,,216.86608010576703,,,,,,,
"MULTILINESTRING ((-122.432987328762 37.733315766351, -122.433214274983 37.733443765536, -122.43403392497 37.733592902504, -122.434157750542 37.733555283241))",16334,3026201,BOSWORTH,ST,,I-280 S ON RAMP,DIAMOND ST,25,,,,,362.03109824451701,,,,,,,
"MULTILINESTRING ((-122.46181647575 37.726824961413, -122.461799274768 37.726331272943))",9784,4919000,DORADO,TER,,DORADO TER,DORADO TER,0,,,,,179.84376021131902,,,,,,,
"MULTILINESTRING ((-122.462815874362 37.716146966751, -122.463534254786 37.716140010323))",13695,11646000,SARGENT,ST,,SARGENT ST,BRIGHT ST,0,,,,,207.82339610666301,,,,,,,
"MULTILINESTRING ((-122.445209984848 37.746098743122, -122.44533768007 37.745859824774, -122.445317886419 37.745629454242))",5747,2254000,AMBER,DR,,AMETHYST WAY,QUARTZ WAY,0,,,,,178.596619689166,,,,,,,
"MULTILINESTRING ((-122.446239848075 37.737311530842, -122.445850573357 37.736985689689, -122.445744854535 37.736742939284, -122.445758578137 37.736508073866, -122.445831575525 37.736355043283, -122.445964577414 37.736216796835, -122.446115452395 37.736121601576, -122.446269322339 37.735996842892, -122.44639265329 37.735773969017, -122.446418571382 37.735607179783))",10894,12513000,TERESITA,BLVD,,MARIETTA DR,FOERSTER ST,25,,,,,734.82293527577599,,,,,,,
"MULTILINESTRING ((-122.44120945254 37.804673512551, -122.440986442658 37.804746514346, -122.440830899361 37.804929025548))",11023,2571000,AVILA,ST,,PRADO ST,CERVANTES BLVD,0,,,,,149.93216792774302,,,,,,,
"MULTILINESTRING ((-122.504372422066 37.738055801218, -122.505441882281 37.738008928722))",14542,13273000,VICENTE,ST,,46TH AVE,47TH AVE,25,,,,,309.745493602149,,,,,,,
"MULTILINESTRING ((-122.407865735497 37.785496505886, -122.408680298517 37.785393194338))",4262,5170000,ELLIS,ST,,POWELL ST,CYRIL MAGNIN ST,0,,,,,238.398489311502,,,,,,,
"MULTILINESTRING ((-122.4527716411 37.765447795022, -122.454417241805 37.765237867334))",2151,3697000,CARL,ST,,STANYAN ST,WILLARD ST,0,,,,,481.81568566349699,,,,,,,
"MULTILINESTRING ((-122.399629445094 37.780796428804, -122.401856486767 37.779037078255))",4038,6719000,HARRISON,ST,,04TH ST,05TH ST,25,,,,,908.16628263509403,,,,,,,
"MULTILINESTRING ((-122.463328839177 37.750173155342, -122.463401862761 37.750228727385, -122.463594277945 37.750320298912, -122.463743100246 37.75035178378))",5735,10080202,PACHECO,ST,,ALTON AVE,ALTON AVE,0,,,,,138.640232579242,,,,,,,
"MULTILINESTRING ((-122.483538622637 37.778219246094, -122.483403344921 37.776355945137))",3309,1295000,24TH,AVE,,ANZA ST,BALBOA ST,0,,,,,679.64609905701911,,,,,,,
"MULTILINESTRING ((-122.473862210934 37.71743246999, -122.473835449496 37.717264998323))",14368,19808000,UNNAMED #088,,,UNNAMED #090,UNNAMED #090,0,,,,,61.473496310203601,,,,,,,
"MULTILINESTRING ((-122.438222125083 37.793854827666, -122.439866625655 37.793653266752))",7263,3180000,BROADWAY,,,PIERCE ST,SCOTT ST,0,,,,,480.84765299852802,,,,,,,
"MULTILINESTRING ((-122.405323366467 37.717286189001, -122.405622481724 37.716596960706))",11949,11204000,RUTLAND,ST,,WILDE AVE,TIOGA AVE,0,,,,,265.475786264769,,,,,,,
"MULTILINESTRING ((-122.392248700927 37.726227362855, -122.393583361907 37.726984775703))",8474,2461000,ARMSTRONG,AVE,,KEITH ST,03RD ST,0,,,,,474.43401857307902,,,,,,,
"MULTILINESTRING ((-122.4669649326 37.77335604549, -122.468037139136 37.773308774298))",14089,5915000,FULTON,ST,,09TH AVE,10TH AVE,30,,,TAMAMABDALLAH,05/11/2016 06:37:22 PM +0000,310.3993692908,,,,,,,
"MULTILINESTRING ((-122.381159714715 37.731392730766, -122.381275156839 37.731500615625, -122.381356292177 37.731593128866, -122.381435504013 37.731658313783, -122.38148063611 37.731707650701))",13060,2871000,BEATRICE,LN,,LILLIAN ST,END: 76-99 BLOCK,0,,,,,147.80788379886403,,,,,,,
"MULTILINESTRING ((-122.469667070411 37.765787609317, -122.46953518532 37.763900883653))",2923,527000,12TH,AVE,,LINCOLN WAY,IRVING ST,0,,,,,688.10608087478397,,,,,,,
"MULTILINESTRING ((-122.404271193641 37.738717527368, -122.404386990633 37.738630894164, -122.404947147888 37.738476636748, -122.405041575047 37.738502998051))",6549,7206101,INDUSTRIAL,ST,,BARNEVELD AVE,CHARTER OAK AVE,30,,,,,246.40403798100402,,,,,,,
"MULTILINESTRING ((-122.429862417096 37.777924239704, -122.429956008217 37.778024145704, -122.430118772771 37.77873201486, -122.430060482804 37.778855872208))",7161,13532101,WEBSTER,ST,,FULTON ST,MCALLISTER ST,0,,,,,355.51002531334001,,,,,,,
"MULTILINESTRING ((-122.450775134288 37.734623190926, -122.450844324752 37.734467651634))",14140,8495000,LOS PALMOS,DR,,BELLA VISTA WAY,BELLA VISTA WAY,0,,,,,60.0699103973174,,,,,,,
"MULTILINESTRING ((-122.453458133127 37.743412860682, -122.453657196418 37.743316635475, -122.453786687031 37.743224398043))",15094,7633000,JUANITA,WAY,,EVELYN WAY,UNNAMED #039,0,,,,,117.69038689592701,,,,,,,
"MULTILINESTRING ((-122.416414285813 37.777727695682, -122.416593559012 37.77866280064))",5680,8120000,LARKIN,ST,,HAYES ST,GROVE ST,0,,,,,344.43797673883302,,,,,,,
"MULTILINESTRING ((-122.39817110437 37.719646520605, -122.398452283294 37.719343181354))",9625,7796000,KEITH,ST,,START: 3400-3499 BLOCK,LE CONTE AVE,0,,,,,137.17345712272902,,,,,,,
"MULTILINESTRING ((-122.5028198509 37.777341085557, -122.502684198235 37.775475505698))",3298,1929000,42ND,AVE,,ANZA ST,BALBOA ST,0,,,,,680.48085721440202,,,,,,,
"MULTILINESTRING ((-122.442023847977 37.734407944269, -122.442098140849 37.734436277386, -122.442352733299 37.734454573845, -122.442465383885 37.734508478572, -122.442618758852 37.734552419286, -122.442753846 37.734568780169, -122.442984396135 37.734569367138))",9841,12189000,STILLINGS,AVE,,CONGO ST,MALTA DR,0,,,,,289.14791884337899,,,,,,,
"MULTILINESTRING ((-122.495052284475 37.773951781237, -122.494916525394 37.772085733657))",2793,1768000,35TH,AVE,,CABRILLO ST,FULTON ST,0,,,,,680.65232956412308,,,,,,,
"MULTILINESTRING ((-122.456058645276 37.71232457601, -122.45606626055 37.713198497709))",14657,10513000,PLYMOUTH,AVE,,SADOWA ST,BROAD ST,25,,,,,318.24241107676102,,,,,,,
"MULTILINESTRING ((-122.396422513926 37.729805804913, -122.39719008431 37.729914825645))",8782,13656000,WILLIAMS,AVE,,DIANA ST,NEPTUNE ST,0,,,,,225.51818685781799,,,,,,,
"MULTILINESTRING ((-122.421270776865 37.801763363596, -122.422915016919 37.801562998145))",7723,8451000,LOMBARD,ST,,LARKIN ST,POLK ST,0,,,,,480.65696180829804,,,,,,,
"MULTILINESTRING ((-122.427817450351 37.792430023354, -122.427996368778 37.793312422541))",8146,9894000,OCTAVIA,ST,,WASHINGTON ST,JACKSON ST,0,,,,,325.45924616533199,,,,,,,
"MULTILINESTRING ((-122.481845066934 37.754009171291, -122.481715329282 37.752144942031))",3364,1304000,24TH,AVE,,NORIEGA ST,ORTEGA ST,0,,,,,679.89126035183699,,,,,,,
"MULTILINESTRING ((-122.484794338076 37.718327539771, -122.483172978915 37.718276023095))",10028,6918000,HIGUERA,AVE,,VIDAL DR,ARBALLO DR,0,,,,,469.37666649717198,,,,,,,
"MULTILINESTRING ((-122.429567273749 37.776049229713, -122.431211826536 37.77583928482))",5674,6820000,HAYES,ST,,WEBSTER ST,FILLMORE ST,0,,,,,481.45061636390199,,,,,,,
"MULTILINESTRING ((-122.412063521324 37.761647990374, -122.411939798892 37.760374589636))",3679,2112000,ALABAMA,ST,,18TH ST,19TH ST,0,,,,,465.08463896350503,,,,,,,
"MULTILINESTRING ((-122.420646419145 37.798697996038, -122.42070202017 37.798976002874))",7759,8150000,LARKIN,ST,,ROCKLAND ST,UNION ST,0,,,,,102.50335850567102,,,,,,,
"MULTILINESTRING ((-122.443805189441 37.804642817392, -122.445472453513 37.80443064586))",10200,7463000,JEFFERSON,ST,,DIVISADERO ST,BRODERICK ST,0,,,,,487.87734058522904,,,,,,,
"MULTILINESTRING ((-122.431940445739 37.712771533839, -122.43186857642 37.712703788983, -122.429711808912 37.712269337916))",15263,6148201,GENEVA,AVE,,PRAGUE ST,LINDA VISTA STPS,35,,,,,675.93140765032206,,,,,,,
"MULTILINESTRING ((-122.446987836699 37.724143120782, -122.446729761329 37.724683698628, -122.446074818138 37.7259002459))",690,19299000,I-280 N ON,RAMP,,I-280 N ON RAMP,I-280 NORTHBOUND,99,,,,,692.33158580717497,,,,,,,
"MULTILINESTRING ((-122.477331850992 37.791463505858, -122.477263414418 37.791529140083))",14907,19619000,PERSHING,DR,,HOWARD CT,KEARNY LN,0,,,,,31.022028533664699,,,,,,,
"MULTILINESTRING ((-122.49458706607 37.744096794126, -122.494506242071 37.743990331806, -122.4943910277 37.742342873232, -122.494456507413 37.742229963332))",14622,12285101,SUNSET,BLVD,,SANTIAGO ST,TARAVAL ST,30,,,,,691.37672113612905,,,,,,,
"MULTILINESTRING ((-122.453526558795 37.715799988354, -122.453713040618 37.716113821821))",11176,12247000,SUMMIT,ST,,MINERVA ST,MARGARET AVE,0,,,,,126.373121134691,,,,,,,
"MULTILINESTRING ((-122.448653986539 37.717748034076, -122.449097856956 37.717886700682))",10386,11019000,RIDGE,LN,,SAN JOSE AVE,SAN JOSE AVE,0,,,,,137.96907103665299,,,,,,,
"MULTILINESTRING ((-122.450005913115 37.735845929374, -122.449982723469 37.735925889007, -122.450014808521 37.736260988062, -122.449968728475 37.73634896266, -122.449371510643 37.736636968425, -122.4493477871 37.736690026045))",11183,12071000,STANFORD HEIGHTS,AVE,,LOS PALMOS DR,END: 100-199 BLOCK,0,,,,,409.51693487944203,,,,,,,
"MULTILINESTRING ((-122.418795073973 37.806246195477, -122.419590461534 37.806785058937))",7966,4308000,COLUMBUS,AVE,,LEAVENWORTH ST,BEACH ST,25,,,,,302.18440164044301,,,,,,,
"MULTILINESTRING ((-122.395395113042 37.738408611236, -122.397266826286 37.739469062012))",6727,9556000,NEWCOMB,AVE,,QUINT ST,RANKIN ST,0,,,,,664.90081135235505,,,,,,,
"MULTILINESTRING ((-122.424551544299 37.801308665269, -122.424773625105 37.801343717796, -122.426087972848 37.801177521826, -122.426193263124 37.801100401691))",3826,8453201,LOMBARD,ST,,VAN NESS AVE,FRANKLIN ST,30,,,,,491.39056126366103,,,,,,,
"MULTILINESTRING ((-122.447832796307 37.801638151808, -122.447934822391 37.801537227908, -122.44837287422 37.801591726273, -122.448815862765 37.801776947835, -122.449191813703 37.802078801138, -122.449473443696 37.802459229506, -122.449578685255 37.80279636315, -122.449596945343 37.803158039286, -122.449508885589 37.803475263757, -122.449401284805 37.80371579439, -122.449137436874 37.804012818148, -122.448827770106 37.804233583263, -122.448253946018 37.804482624849))",2499,19857000,PALACE OF FINE ARTS,,,LYON ST,LYON ST,0,,,,,1546.2215608701999,,,,,,,
"MULTILINESTRING ((-122.444331841272 37.798795189564, -122.444422269472 37.798849829544, -122.444518278225 37.798846023018, -122.444723817394 37.798872097914, -122.444841086454 37.798844572657))",9589,8465201,LOMBARD,ST,,BRODERICK ST,RICHARDSON AVE,30,,,,,156.10047566474401,,,,,,,
"MULTILINESTRING ((-122.481645564472 37.715745071711, -122.481660658699 37.71544314105))",14991,11043000,RIVAS,AVE,,BUCARELI DR,VIDAL DR,0,,,,,110.03346810340101,,,,,,,
"MULTILINESTRING ((-122.408239940862 37.787364208243, -122.408414765249 37.788298139562))",6786,10678000,POWELL,ST,,GEARY ST,POST ST,0,,,,,343.82374974636201,,,,,,,
"MULTILINESTRING ((-122.445119200415 37.76928917019, -122.445935225027 37.769184216984))",2191,13373000,WALLER,ST,,MASONIC AVE,DELMAR ST,0,,,,,238.96128991360703,,,,,,,
"MULTILINESTRING ((-122.485450577017 37.759458857013, -122.486524863426 37.759411470967))",8325,7865000,KIRKHAM,ST,,27TH AVE,28TH AVE,0,,,,,311.06000170387102,,,,,,,
"MULTILINESTRING ((-122.432876897959 37.800777949362, -122.432970847409 37.8012406442))",7506,3355000,BUCHANAN,ST,,MAGNOLIA ST,CHESTNUT ST,0,,,,,170.66361788171301,,,,,,,
"MULTILINESTRING ((-122.409584613412 37.738891702641, -122.408970415854 37.738856203305))",7845,9225000,MOJAVE,ST,,BRADFORD ST,PERALTA AVE,0,,,,,178.08620696922003,,,,,,,
"MULTILINESTRING ((-122.41063608726 37.790885643252, -122.410768762846 37.791535815918))",7141,8810000,MASON,ST,,PINE ST,NOB HILL PL,0,,,,,239.84507082858701,,,,,,,
"MULTILINESTRING ((-122.415005750603 37.710060068009, -122.414267620446 37.709853663738))",12265,3402000,BURR,AVE,,ARGONAUT AVE,MCCARTHY AVE,0,,,,,226.380258220672,,,,,,,
"MULTILINESTRING ((-122.423380471054 37.757575005292, -122.423315524621 37.756894984366, -122.423343819806 37.756773723282))",8687,6582102,GUERRERO,ST,,LIBERTY ST,21ST ST,25,,,,,293.24782886801205,,,,,,,
"MULTILINESTRING ((-122.478237381835 37.748555841577, -122.478107646183 37.746690190286))",5646,1088000,21ST,AVE,,QUINTARA ST,RIVERA ST,0,,,,,680.40777855302099,,,,,,,
"MULTILINESTRING ((-122.429638460905 37.793103420585, -122.431276166133 37.792893585979))",7746,7401000,JACKSON,ST,,LAGUNA ST,BUCHANAN ST,0,,,,,479.38287592328004,,,,,,,
"MULTILINESTRING ((-122.468453191531 37.711901609234, -122.468442906307 37.711022566569))",9476,7803000,KEMPTON,AVE,,KEMPTON AVE,ALEMANY BLVD,0,,,,,320.11333036701501,,,,,,,
"MULTILINESTRING ((-122.420098803376 37.799074139081, -122.42035951278 37.799041638184))",5546,12860000,UNION,ST,,EASTMAN ST,MOORE PL,0,,,,,76.256070333733291,,,,,,,
"MULTILINESTRING ((-122.432142347183 37.747394645583, -122.433710518192 37.747301940369))",3771,2496000,CESAR CHAVEZ,ST,,CESAR CHAVEZ ST,CASTRO ST,0,,,,,454.69390268425207,,,,,,,
"MULTILINESTRING ((-122.414540550877 37.777943637691, -122.414156590503 37.778245828711))",15153,12173000,STEVENSON,ST,,START: 700-709 BLOCK,08TH ST,0,,,,,156.285824498945,,,,,,,
"MULTILINESTRING ((-122.428561061379 37.751642739577, -122.428478901189 37.750833909914))",7643,13278000,VICKSBURG,ST,,24TH ST,JERSEY ST,0,,,,,295.49018580402605,,,,,,,
"MULTILINESTRING ((-122.456595339644 37.725813589451, -122.456695852363 37.72575167756, -122.456936552607 37.725499729413))",11733,12037000,SOUTHWOOD,DR,,PLYMOUTH AVE,PLYMOUTH AVE,0,,,,,151.95938485587902,,,,,,,
"MULTILINESTRING ((-122.451637203551 37.745539176802, -122.451919085404 37.745518372043, -122.452104015714 37.745424303023, -122.452399379998 37.745275131365, -122.453294256009 37.744736459513, -122.453378058216 37.744597835063))",3586,10615201,PORTOLA,DR,,WOODSIDE AVE,SYDNEY WAY,35,,,,,627.28623157139998,,,,,,,
"MULTILINESTRING ((-122.465803108865 37.756586863787, -122.466875553949 37.75653893811))",5018,9335000,MORAGA,ST,,09TH AVE,10TH AVE,0,,,,,310.55140693344401,,,,,,,
"MULTILINESTRING ((-122.392131978706 37.784210253645, -122.392046131584 37.784173301974, -122.391612318461 37.783827615197))",1642,11032000,RINCON,ST,,BRYANT ST,FEDERAL ST,0,,,,,205.89096757348003,,,,,,,
"MULTILINESTRING ((-122.452344775038 37.723085179924, -122.452386138572 37.72312233222, -122.453054736489 37.723263522475, -122.453120412624 37.723248973765))",14191,9818201,OCEAN,AVE,,GENEVA AVE,HAROLD AVE,25,,,,,237.888299913319,,,,,,,
"MULTILINESTRING ((-122.424447348464 37.775744951048, -122.424541722252 37.776210997213))",8121,9882000,OCTAVIA,ST,,FELL ST,LINDEN ST,0,,,,,171.88873987073299,,,,,,,
"MULTILINESTRING ((-122.421418819183 37.747235576085, -122.422396748592 37.747176856552))",3778,1563000,27TH,ST,,SAN JOSE AVE,GUERRERO ST,0,,,,,283.57760636136902,,,,,,,
"MULTILINESTRING ((-122.433607966554 37.789896464394, -122.43404030883 37.789841916853))",11830,11256000,SACRAMENTO,ST,,UNNAMED #110,FILLMORE ST,0,,,,,126.509983348793,,,,,,,
"MULTILINESTRING ((-122.419578952092 37.739701162708, -122.419831160622 37.739312065493))",8900,5220000,ELSIE,ST,,CORTLAND AVE,SANTA MARINA ST,0,,,,,159.35835505431402,,,,,,,
"MULTILINESTRING ((-122.420495706344 37.765007139875, -122.420593822916 37.765001212665))",14408,727000,16TH,ST,,WIESE ST,HOFF ST,25,,,TAMAMABDALLAH,05/10/2016 11:24:48 PM +0000,28.445817627753897,,,,,,,
